"CommonName,""AdmArea"",""District"",""Location"",""global_id"",""HasWater"",""HasPlayground"",""HasSportground"",""ParkWebSite"",""ParkPhone"",""WorkingHours"",""EntranceAdditionalInformation"",""DepartamentalAffiliationComp""";
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Ландшафтный заказник «Тёплый Стан»,""Юго-Западный административный округ"",""район Тёплый Стан"",""Теплостанская возвышенность"",""4331766"",""да"",""да"",""да"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Памятник природы «Серебряный Бор»,""Северо-Западный административный округ"",""район Хорошёво-Мнёвники"",""4-я линия Хорошевского Серебряного Бора, дом 74, строение 1"",""4331767"",""да"",""да"",""да"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:08:00-22:00;
;
DayOfWeek:вторник;
Hours:08:00-22:00;
;
DayOfWeek:среда;
Hours:08:00-22:00;
;
DayOfWeek:четверг;
Hours:08:00-22:00;
;
DayOfWeek:пятница;
Hours:08:00-22:00;
;
DayOfWeek:суббота;
Hours:08:00-22:00;
;
DayOfWeek:воскресенье;
Hours:08:00-22:00;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"ООПТЛандшафтный заказник «Долина реки Сходни в районе Молжаниновский»,""Северный административный округ"",""Молжаниновский район"",""Между Новосходненским шоссе, деревней Новоподрезково и рекой Сходня"",""4331776"",""нет"",""нет"",""нет"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Природный заказник «Долина реки Сетунь»,""Западный административный округ"",""[Можайский район, район Раменки, район Фили-Давыдково, район Очаково-Матвеевское]"",""между МКАД, Кутузовским проспектом, Мичуринским проспектом и третьим транспортным кольцом"",""4331779"",""да"",""да"",""да"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Природно-исторический парк «Сокольники»,""Восточный административный округ"",""район Сокольники"",""Парк культуры и отдыха Сокольники"",""4331782"",""да"",""нет"",""нет"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:08:00-23:00;
;
DayOfWeek:вторник;
Hours:08:00-23:00;
;
DayOfWeek:среда;
Hours:08:00-23:00;
;
DayOfWeek:четверг;
Hours:08:00-23:00;
;
DayOfWeek:пятница;
Hours:08:00-23:00;
;
DayOfWeek:суббота;
Hours:08:00-23:00;
;
DayOfWeek:воскресенье;
Hours:08:00-23:00;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Ландшафтный заказник «Долина реки Сходни в Куркино»,""Северо-Западный административный округ"",""район Куркино"",""Родионовская улица, дом 16, строение 1"",""4331784"",""да"",""да"",""нет"",""mospriroda.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент природопользования и охраны окружающей среды города Москвы""";
"Парк «Фили»,""Западный административный округ"",""район Филёвский Парк"",""Большая Филёвская улица, владение 22"",""4331786"",""да"",""да"",""да"",""parkfili.com"",""ParkPhone:(499) 145-00-00";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк Таганский (Основная территория),""Центральный административный округ"",""Таганский район"",""Таганская улица, дом 40 - 42"",""4331787"",""нет"",""да"",""да"",""parktaganskiy.ru"",""ParkPhone:(495) 912-27-17";
;
,DayOfWeek:понедельник;
Hours:07:00-23:00;
;
DayOfWeek:вторник;
Hours:07:00-23:00;
;
DayOfWeek:среда;
Hours:07:00-23:00;
;
DayOfWeek:четверг;
Hours:07:00-23:00;
;
DayOfWeek:пятница;
Hours:07:00-23:00;
;
DayOfWeek:суббота;
Hours:07:00-23:00;
;
DayOfWeek:воскресенье;
Hours:07:00-23:00;
;
",2 входа (с Таганской улицы, с Тихого тупика)"",""Департамент культуры города Москвы""";
"Музеон,""Центральный административный округ"",""район Якиманка"",""улица Крымский Вал, владение 2"",""4331788"",""нет"",""да"",""нет"",""park-gorkogo.com"","""",""DayOfWeek:понедельник";
Hours:08:00-23:00;
;
DayOfWeek:вторник;
Hours:08:00-23:00;
;
DayOfWeek:среда;
Hours:08:00-23:00;
;
DayOfWeek:четверг;
Hours:08:00-23:00;
;
DayOfWeek:пятница;
Hours:08:00-23:00;
;
DayOfWeek:суббота;
Hours:08:00-23:00;
;
DayOfWeek:воскресенье;
Hours:08:00-23:00;
;
","",Департамент культуры города Москвы""";
"Территория усадьбы «Измайлово»,""Восточный административный округ"",""район Измайлово"",""город Москва, городок имени Баумана, дом 2, строение 14"",""4331790"",""да"",""нет"",""нет"",""mgomz.ru"",""ParkPhone:(499) 163-33-05";
;
,DayOfWeek:понедельник;
Hours:08:00-21:00;
;
DayOfWeek:вторник;
Hours:08:00-21:00;
;
DayOfWeek:среда;
Hours:08:00-21:00;
;
DayOfWeek:четверг;
Hours:08:00-21:00;
;
DayOfWeek:пятница;
Hours:08:00-21:00;
;
DayOfWeek:суббота;
Hours:08:00-21:00;
;
DayOfWeek:воскресенье;
Hours:08:00-21:00;
;
","",Департамент культуры города Москвы""";
"Парк у Джамгаровского пруда,""Северо-Восточный административный округ"",""Лосиноостровский район"",""Стартовая улица, дом 10"",""4331792"",""да"",""да"",""да"",""bapark.ru"",""ParkPhone:(499) 184-34-22";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк у прудов «Радуга»,""Восточный административный округ"",""район Вешняки"",""пересечение улицы Юности и аллеи Жемчуговой"",""4331793"",""да"",""да"",""да"",""perovskiy-park.ru"",""ParkPhone:(495) 309-53-42";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
",Вход свободный"",""Департамент культуры города Москвы""";
"Парк «Дубки»,""Северный административный округ"",""Тимирязевский район"",""улица Дубки"",""4331794"",""да"",""да"",""да"",""park-dubki.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк по Ангарской улице,""Северный административный округ"",""Дмитровский район"",""улица Софьи Ковалевской, владение";
"1"",""4331795"",""да"",""да"",""да"",""liapark.ru"","""",""DayOfWeek:понедельник";
Hours:07:00-23:00;
;
DayOfWeek:вторник;
Hours:07:00-23:00;
;
DayOfWeek:среда;
Hours:07:00-23:00;
;
DayOfWeek:четверг;
Hours:07:00-23:00;
;
DayOfWeek:пятница;
Hours:07:00-23:00;
;
DayOfWeek:суббота;
Hours:07:00-23:00;
;
DayOfWeek:воскресенье;
Hours:07:00-23:00;
;
","",Департамент культуры города Москвы""";
"Парк «Сиреневый сад»,""Восточный административный округ"",""район Северное Измайлово"",""Щелковское шоссе, владение 10 - 12"",""4331797"",""нет"",""да"",""да"",""izmailovsky-park.ru"",""ParkPhone:(499) 166-61-19";
;
,DayOfWeek:понедельник;
Hours:06:00-23:00;
;
DayOfWeek:вторник;
Hours:06:00-23:00;
;
DayOfWeek:среда;
Hours:06:00-23:00;
;
DayOfWeek:четверг;
Hours:06:00-23:00;
;
DayOfWeek:пятница;
Hours:06:00-23:00;
;
DayOfWeek:суббота;
Hours:06:00-23:00;
;
DayOfWeek:воскресенье;
Hours:06:00-23:00;
;
","",Департамент культуры города Москвы""";
"Зона отдыха Борисовские пруды,""Южный административный округ"",""[район Братеево, район Москворечье-Сабурово]"",""улица Борисовские пруды, дом 1"",""4331798"",""да"",""да"",""да"",""park-kuzminki.ru"",""ParkPhone:(499) 175-33-69";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"ЦПКиО им. М. Горького,""Центральный административный округ"",""район Якиманка"",""улица Крымский Вал, дом 9"",""4331807"",""да"",""да"",""да"",""park-gorkogo.com"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк культуры и отдыха «Кузьминки» (основная территория),""Юго-Восточный административный округ"",""район Кузьминки"",""Кузьминский парк, дом 1, строение 2"",""4331808"",""нет"",""да"",""да"",""park-kuzminki.ru"",""ParkPhone:(499) 175-33-69";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк Дружбы,""Северный административный округ"",""район Левобережный"",""Парк Дружбы"",""4331813"",""да"",""да"",""нет"",""mosparks.ru"",""ParkPhone:(495) 640-73-55";
;
,DayOfWeek:понедельник;
Hours:08:00-22:00;
;
DayOfWeek:вторник;
Hours:08:00-22:00;
;
DayOfWeek:среда;
Hours:08:00-22:00;
;
DayOfWeek:четверг;
Hours:08:00-22:00;
;
DayOfWeek:пятница;
Hours:08:00-22:00;
;
DayOfWeek:суббота;
Hours:08:00-22:00;
;
DayOfWeek:воскресенье;
Hours:08:00-22:00;
;
",Вход свободный"",""Департамент культуры города Москвы""";
"Лианозовский парк,""Северо-Восточный административный округ"",""район Лианозово"",""Угличская улица, владение 13"",""4331818"",""да"",""да"",""да"",""liapark.ru"","""",""DayOfWeek:понедельник";
Hours:07:00-23:00;
;
DayOfWeek:вторник;
Hours:07:00-23:00;
;
DayOfWeek:среда;
Hours:07:00-23:00;
;
DayOfWeek:четверг;
Hours:07:00-23:00;
;
DayOfWeek:пятница;
Hours:07:00-23:00;
;
DayOfWeek:суббота;
Hours:07:00-23:00;
;
DayOfWeek:воскресенье;
Hours:07:00-23:00;
;
","",Департамент культуры города Москвы""";
"Парк Бабушкинский (основная территория),""Северо-Восточный административный округ"",""Лосиноостровский район"",""улица Менжинского, дом 6, строение 3"",""4331819"",""нет"",""да"",""да"",""bapark.ru"",""ParkPhone:(499) 184-34-22";
;
,DayOfWeek:понедельник;
Hours:07:00-23:00;
;
DayOfWeek:вторник;
Hours:07:00-23:00;
;
DayOfWeek:среда;
Hours:07:00-23:00;
;
DayOfWeek:четверг;
Hours:07:00-23:00;
;
DayOfWeek:пятница;
Hours:07:00-23:00;
;
DayOfWeek:суббота;
Hours:07:00-23:00;
;
DayOfWeek:воскресенье;
Hours:07:00-23:00;
;
","",Департамент культуры города Москвы""";
"Музей русской усадебной культуры «Усадьба князей Голицыных «Влахернское-Кузьминки»,""Юго-Восточный административный округ"",""[район Выхино-Жулебино, район Кузьминки]"",""Тополёвая аллея, владение 6, строение 1"",""4331820"",""нет"",""нет"",""нет"",""park-kuzminki.ru"",""ParkPhone:(499) 175-33-69";
;
,DayOfWeek:понедельник;
Hours:выходной;
;
DayOfWeek:вторник;
Hours:10:00-18:00;
;
DayOfWeek:среда;
Hours:10:00-18:00;
;
DayOfWeek:четверг;
Hours:10:00-18:00;
;
DayOfWeek:пятница;
Hours:10:00-18:00;
;
DayOfWeek:суббота;
Hours:10:00-18:00;
;
DayOfWeek:воскресенье;
Hours:10:00-18:00;
;
","",Департамент культуры города Москвы""";
"Усадьба «Алтуфьево»,""Северо-Восточный административный округ"",""район Лианозово"",""между Вологодским проездом, Алтуфьевским шоссе и 84 км МКАД"",""4331829"",""да"",""да"",""да"",""liapark.ru"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Зона отдыха «Терлецкая Дубрава»,""Восточный административный округ"",""район Ивановское"",""Свободный проспект, дом 2"",""4331830"",""да"",""да"",""да"",""perovskiy-park.ru"",""ParkPhone:(495) 309-53-42";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
",Вход свободный"",""Департамент культуры города Москвы""";
"Парк «Олимпийской деревни»,""Западный административный округ"",""[район Проспект Вернадского, район Тропарёво-Никулино]"",""пересечение Мичуринского проспекта с улицей Лобачевского"",""4331831"",""да"",""да"",""да"",""parkfili.com"",""ParkPhone:(499) 145-00-00";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Ландшафтный парк «Митино»,""Северо-Западный административный округ"",""район Митино"",""между улицами Пенягинская и Митинская"",""4331832"",""да"",""да"",""да"",""bapark.ru"",""ParkPhone:(499) 184-34-22";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Присоединенная территория между улицами Краснодонская и Заречье,""Юго-Восточный административный округ"",""район Люблино"",""между улицами Краснодонская и Заречье"",""4331838"",""да"",""да"",""нет"",""park-kuzminki.ru"",""ParkPhone:(499) 175-33-69";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Парк имени Юрия Лужкова,""Южный административный округ"",""район Нагатино-Садовники"",""проспект Андропова, дом 58А"",""4331839"",""нет"",""да"",""да"",""park-kuzminki.ru"",""ParkPhone:(499) 175-33-69";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Воронцовский парк,""Юго-Западный административный округ"",""Обручевский район"",""Воронцовский парк, владения 1, 2, 5, 6, 7"",""4331842"",""да"",""да"",""да"",""usadba-vorontsovo.ru"",""ParkPhone:(495) 580-26-78";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
,В дни проведения культурно-массовых мероприятий второстепенные входы в парк перекрываются;
",Департамент культуры города Москвы""";
"Природный заказник «Воробьёвы горы»,""Западный административный округ"",""район Раменки"",""Воробьевская набережная, Андреевская набережная"",""4331845"",""да"",""да"",""да"",""park-gorkogo.com"","""",""DayOfWeek:понедельник";
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Измайловский парк,""Восточный административный округ"",""район Измайлово"",""Аллея Большого Круга, дом 7 (границы территории: 1-й и 2-й улицы Измайловского Зверинца, Электродного проезда, шоссе Энтузиастов, Главной аллеи, Измайловского проспекта - до трамвайных путей)"",""4331846"",""да"",""да"",""да"",""www.izmailovsky-park.ru"",""ParkPhone:(499) 166-61-19";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
Hours:круглосуточно;
;
DayOfWeek:четверг;
Hours:круглосуточно;
;
DayOfWeek:пятница;
Hours:круглосуточно;
;
DayOfWeek:суббота;
Hours:круглосуточно;
;
DayOfWeek:воскресенье;
Hours:круглосуточно;
;
","",Департамент культуры города Москвы""";
"Сад «Эрмитаж»,""Центральный административный округ"",""Тверской район"",""улица Каретный ряд, дом 3, строение 7"",""4331847"",""нет"",""да"",""нет"",""mosgorsad.ru"",""ParkPhone:(495) 699-08-49";
;
,DayOfWeek:понедельник;
Hours:круглосуточно;
;
DayOfWeek:вторник;
Hours:круглосуточно;
;
DayOfWeek:среда;
